Trade,Year,Principal_trading_partners,VALUE,iso
Balances,2016,Other countries not elsewhere classified,-8238.0,Other countries not elsewhere classified
Balances,2016,Peru,-1537.0,PER
Balances,2016,Russian Federation,151.0,RUS
Balances,2016,Saudi Arabia,-368.0,SAU
Balances,2016,Singapore,364.0,SGP
Balances,2016,South Korea,-4323.0,South Korea
Balances,2016,Spain,-238.0,ESP
Balances,2016,Switzerland,-4032.0,CHE
Balances,2016,Taiwan,-1365.0,TWN
Balances,2016,Total of all countries,-25048.0,Total of all countries
Balances,2016,Turkey,173.0,TUR
Balances,2016,United Kingdom,10233.0,GBR
Balances,2016,United States,33068.0,USA
Balances,2017,Algeria,-219.0,DZA
Balances,2017,Australia,305.0,AUS
Balances,2017,Belgium,-430.0,BEL
Balances,2017,Brazil,-2153.0,BRA
Balances,2017,China,-17741.0,CHN
Balances,2017,European Union excluding the United Kingdom,-23702.0,GBR
Balances,2017,France,-1010.0,FRA
Balances,2017,Germany,-10832.0,DEU
Balances,2017,Hong Kong,-1812.0,HKG
Balances,2017,India,1425.0,IND
Balances,2017,Indonesia,627.0,IDN
Balances,2017,Iraq,4.0,IRQ
Balances,2017,Italy,-3722.0,ITA
Balances,2017,Japan,-1331.0,JPN
Balances,2017,Mexico,-12054.0,MEX
Balances,2017,Netherlands,-2202.0,NLD
Balances,2017,Norway,93.0,NOR
Balances,2017,Other European Union countries not elsewhere classified,-4926.0,Other European Union countries not elsewhere classified
Balances,2017,Other countries not elsewhere classified,-9422.0,Other countries not elsewhere classified
Balances,2017,Peru,-824.0,PER
Balances,2017,Russian Federation,88.0,RUS
Balances,2017,Saudi Arabia,-1124.0,SAU
Balances,2017,Singapore,297.0,SGP
Balances,2017,South Korea,-1666.0,South Korea
Balances,2017,Spain,-580.0,ESP
Balances,2017,Switzerland,-3717.0,CHE
Balances,2017,Taiwan,-1523.0,TWN
Balances,2017,Total of all countries,-24499.0,Total of all countries
Balances,2017,Turkey,-53.0,TUR
Balances,2017,United Kingdom,10664.0,GBR
Balances,2017,United States,39336.0,USA
Balances,2018,Algeria,266.0,DZA
Balances,2018,Australia,312.0,AUS
Balances,2018,Belgium,-1500.0,BEL
Balances,2018,Brazil,-2461.0,BRA
Balances,2018,China,-17491.0,CHN
Balances,2018,European Union excluding the United Kingdom,-26252.0,GBR
Balances,2018,France,-1588.0,FRA
Balances,2018,Germany,-11543.0,DEU
Balances,2018,Hong Kong,-214.0,HKG
Balances,2018,India,502.0,IND
Balances,2018,Indonesia,1037.0,IDN
Balances,2018,Iraq,205.0,IRQ
Balances,2018,Italy,-3501.0,ITA
Balances,2018,Japan,462.0,JPN
Balances,2018,Mexico,-11571.0,MEX
Balances,2018,Netherlands,-1098.0,NLD
Balances,2018,Norway,1307.0,NOR
Balances,2018,Other European Union countries not elsewhere classified,-6495.0,Other European Union countries not elsewhere classified
Balances,2018,Other countries not elsewhere classified,-7431.0,Other countries not elsewhere classified
Balances,2018,Peru,-297.0,PER
Balances,2018,Russian Federation,-114.0,RUS
Balances,2018,Saudi Arabia,-1865.0,SAU
Balances,2018,Singapore,-132.0,SGP
Balances,2018,South Korea,-2217.0,South Korea
Balances,2018,Spain,-528.0,ESP
Balances,2018,Switzerland,-5355.0,CHE
Balances,2018,Taiwan,-1649.0,TWN
Balances,2018,Total of all countries,-21806.0,Total of all countries
Balances,2018,Turkey,-444.0,TUR
Balances,2018,United Kingdom,8858.0,GBR
Balances,2018,United States,42736.0,USA
Balances,2019,Algeria,628.0,DZA
Balances,2019,Australia,318.0,AUS
Balances,2019,Belgium,-3078.0,BEL
Balances,2019,Brazil,-2542.0,BRA
Balances,2019,China,-22723.0,CHN
Balances,2019,European Union excluding the United Kingdom,-29070.0,GBR
Balances,2019,France,-1647.0,FRA
Balances,2019,Germany,-9825.0,DEU
Balances,2019,Hong Kong,-86.0,HKG
Balances,2019,India,824.0,IND
Balances,2019,Indonesia,762.0,IDN
Balances,2019,Iraq,149.0,IRQ
Balances,2019,Italy,-3651.0,ITA
Balances,2019,Japan,390.0,JPN
Balances,2019,Mexico,-12503.0,MEX
Balances,2019,Netherlands,-1313.0,NLD
Balances,2019,Norway,651.0,NOR
Balances,2019,Other European Union countries not elsewhere classified,-7798.0,Other European Union countries not elsewhere classified
Balances,2019,Other countries not elsewhere classified,-7769.0,Other countries not elsewhere classified
Balances,2019,Peru,-2534.0,PER
Balances,2019,Russian Federation,-404.0,RUS
Balances,2019,Saudi Arabia,-298.0,SAU
Balances,2019,Singapore,19.0,SGP
Balances,2019,South Korea,-2675.0,South Korea
Balances,2019,Spain,-1758.0,ESP
Balances,2019,Switzerland,-5748.0,CHE
Balances,2019,Taiwan,-1639.0,TWN
Balances,2019,Total of all countries,-18409.0,Total of all countries
Balances,2019,Turkey,324.0,TUR
Balances,2019,United Kingdom,11874.0,GBR
Balances,2019,United States,53639.0,USA
Balances,2020,Algeria,577.0,DZA
Balances,2020,Australia,190.0,AUS
Balances,2020,Belgium,-2613.0,BEL
Balances,2020,Brazil,-3685.0,BRA
Balances,2020,China,-23580.0,CHN
Balances,2020,European Union excluding the United Kingdom,-22610.0,GBR
Balances,2020,France,-909.0,FRA
Balances,2020,Germany,-7575.0,DEU
Balances,2020,Hong Kong,-2228.0,HKG
Balances,2020,India,-91.0,IND
Balances,2020,Indonesia,750.0,IDN
Balances,2020,Iraq,90.0,IRQ
Balances,2020,Italy,-2922.0,ITA
Balances,2020,Japan,2501.0,JPN
Balances,2020,Mexico,-10275.0,MEX
Balances,2020,Netherlands,768.0,NLD
Balances,2020,Norway,1443.0,NOR
Balances,2020,Other European Union countries not elsewhere classified,-7870.0,Other European Union countries not elsewhere classified
Balances,2020,Other countries not elsewhere classified,-8375.0,Other countries not elsewhere classified
Balances,2020,Peru,-2532.0,PER
Balances,2020,Russian Federation,130.0,RUS
Balances,2020,Saudi Arabia,118.0,SAU
Balances,2020,Singapore,91.0,SGP
Balances,2020,South Korea,-2722.0,South Korea
Balances,2020,Spain,-1491.0,ESP
Balances,2020,Switzerland,-5393.0,CHE
Balances,2020,Taiwan,-1574.0,TWN
Balances,2020,Total of all countries,-39825.0,Total of all countries
Balances,2020,Turkey,-93.0,TUR
Balances,2020,United Kingdom,11792.0,GBR
Balances,2020,United States,25653.0,USA
Balances,2021,Algeria,797.0,DZA
Balances,2021,Australia,223.0,AUS
Balances,2021,Belgium,-2047.0,BEL
Balances,2021,Brazil,-2957.0,BRA
Balances,2021,China,-19015.0,CHN
Balances,2021,European Union excluding the United Kingdom,-19854.0,GBR
Balances,2021,France,-1045.0,FRA
Balances,2021,Germany,-6220.0,DEU
Balances,2021,Hong Kong,-882.0,HKG
Balances,2021,India,-1139.0,IND
Balances,2021,Indonesia,813.0,IDN
Balances,2021,Iraq,54.0,IRQ
Balances,2021,Italy,-3544.0,ITA
Balances,2021,Japan,2259.0,JPN
Balances,2021,Mexico,-7542.0,MEX
Balances,2021,Netherlands,-1008.0,NLD
Balances,2021,Norway,1799.0,NOR
Balances,2021,Other European Union countries not elsewhere classified,-5165.0,Other European Union countries not elsewhere classified
Balances,2021,Other countries not elsewhere classified,-8469.0,Other countries not elsewhere classified
Balances,2021,Peru,-1733.0,PER
Balances,2021,Russian Federation,-31.0,RUS
Balances,2021,Saudi Arabia,484.0,SAU
Balances,2021,Singapore,-479.0,SGP
Balances,2021,South Korea,-2498.0,South Korea
Balances,2021,Spain,-824.0,ESP
Balances,2021,Switzerland,-2823.0,CHE
Balances,2021,Taiwan,-1044.0,TWN
Balances,2021,Total of all countries,2606.0,Total of all countries
Balances,2021,Turkey,-683.0,TUR
Balances,2021,United Kingdom,6087.0,GBR
Balances,2021,United States,59237.0,USA
Payments,1997,Algeria,602.0,DZA
Payments,1997,Australia,1189.0,AUS
Payments,1997,Belgium,857.0,BEL
Payments,1997,Brazil,964.0,BRA
Payments,1997,China,2185.0,CHN
Payments,1997,European Union excluding the United Kingdom,18063.0,GBR
Payments,1997,France,4551.0,FRA
Payments,1997,Germany,4578.0,DEU
Payments,1997,Hong Kong,4516.0,HKG
Payments,1997,India,649.0,IND
Payments,1997,Indonesia,655.0,IDN
Payments,1997,Iraq,128.0,IRQ
Payments,1997,Italy,2563.0,ITA
Payments,1997,Japan,8709.0,JPN
Payments,1997,Mexico,4128.0,MEX
Payments,1997,Netherlands,1073.0,NLD
Payments,1997,Norway,2280.0,NOR
Payments,1997,Other European Union countries not elsewhere classified,3746.0,Other European Union countries not elsewhere classified
Payments,1997,Other countries not elsewhere classified,8753.0,Other countries not elsewhere classified
Payments,1997,Peru,122.0,PER
Payments,1997,Russian Federation,435.0,RUS
Payments,1997,Saudi Arabia,721.0,SAU
Payments,1997,Singapore,707.0,SGP
Payments,1997,South Korea,1931.0,South Korea
Payments,1997,Spain,696.0,ESP
Payments,1997,Switzerland,999.0,CHE
Payments,1997,Taiwan,2463.0,TWN
Payments,1997,Total of all countries,278005.0,Total of all countries
Payments,1997,Turkey,174.0,TUR
Payments,1997,United Kingdom,6105.0,GBR
Payments,1997,United States,211526.0,USA
Payments,1998,Algeria,532.0,DZA
Payments,1998,Australia,1272.0,AUS
Payments,1998,Belgium,1098.0,BEL
Payments,1998,Brazil,943.0,BRA
Payments,1998,China,2712.0,CHN
Payments,1998,European Union excluding the United Kingdom,19054.0,GBR
Payments,1998,France,3998.0,FRA
Payments,1998,Germany,5343.0,DEU
Payments,1998,Hong Kong,4869.0,HKG
Payments,1998,India,773.0,IND
Payments,1998,Indonesia,684.0,IDN
Payments,1998,Iraq,88.0,IRQ
Payments,1998,Italy,2851.0,ITA
Payments,1998,Japan,9671.0,JPN
Payments,1998,Mexico,3596.0,MEX
Payments,1998,Netherlands,1193.0,NLD
Payments,1998,Norway,1692.0,NOR
Payments,1998,Other European Union countries not elsewhere classified,3840.0,Other European Union countries not elsewhere classified
Payments,1998,Other countries not elsewhere classified,8992.0,Other countries not elsewhere classified
Payments,1998,Peru,149.0,PER
Payments,1998,Russian Federation,533.0,RUS
Payments,1998,Saudi Arabia,628.0,SAU
Payments,1998,Singapore,739.0,SGP
Payments,1998,South Korea,2696.0,South Korea
Payments,1998,Spain,731.0,ESP
Payments,1998,Switzerland,1190.0,CHE
Payments,1998,Taiwan,2676.0,TWN
Payments,1998,Total of all countries,303513.0,Total of all countries
Payments,1998,Turkey,228.0,TUR
Payments,1998,United Kingdom,6068.0,GBR
Payments,1998,United States,233728.0,USA
Payments,1999,Algeria,654.0,DZA
Payments,1999,Australia,1208.0,AUS
Payments,1999,Belgium,981.0,BEL
Payments,1999,Brazil,902.0,BRA
Payments,1999,China,3350.0,CHN
Payments,1999,European Union excluding the United Kingdom,20668.0,GBR
Payments,1999,France,4676.0,FRA
Payments,1999,Germany,6013.0,DEU
Payments,1999,Hong Kong,5223.0,HKG
Payments,1999,India,894.0,IND
Payments,1999,Indonesia,643.0,IDN
Payments,1999,Iraq,222.0,IRQ
Payments,1999,Italy,2987.0,ITA
Payments,1999,Japan,10592.0,JPN
Payments,1999,Mexico,4412.0,MEX
Payments,1999,Netherlands,1335.0,NLD
Payments,1999,Norway,2678.0,NOR
Payments,1999,Other European Union countries not elsewhere classified,3941.0,Other European Union countries not elsewhere classified
Payments,1999,Other countries not elsewhere classified,9494.0,Other countries not elsewhere classified
Payments,1999,Peru,132.0,PER
Payments,1999,Russian Federation,468.0,RUS
Payments,1999,Saudi Arabia,518.0,SAU
Payments,1999,Singapore,794.0,SGP
Payments,1999,South Korea,2570.0,South Korea
Payments,1999,Spain,732.0,ESP
Payments,1999,Switzerland,1366.0,CHE
Payments,1999,Taiwan,3040.0,TWN
Payments,1999,Total of all countries,327118.0,Total of all countries
Payments,1999,Turkey,216.0,TUR
Payments,1999,United Kingdom,7645.0,GBR
Payments,1999,United States,249425.0,USA
Payments,2000,Algeria,1179.0,DZA
Payments,2000,Australia,1344.0,AUS
Payments,2000,Belgium,965.0,BEL
Payments,2000,Brazil,1039.0,BRA
Payments,2000,China,4746.0,CHN
Payments,2000,European Union excluding the United Kingdom,21108.0,GBR
Payments,2000,France,3692.0,FRA
Payments,2000,Germany,6703.0,DEU
Payments,2000,Hong Kong,5587.0,HKG
Payments,2000,India,1101.0,IND
Payments,2000,Indonesia,675.0,IDN
Payments,2000,Iraq,689.0,IRQ
Payments,2000,Italy,3117.0,ITA
Payments,2000,Japan,11729.0,JPN
Payments,2000,Mexico,6695.0,MEX
Payments,2000,Netherlands,1338.0,NLD
Payments,2000,Norway,4190.0,NOR
Payments,2000,Other European Union countries not elsewhere classified,4478.0,Other European Union countries not elsewhere classified
Payments,2000,Other countries not elsewhere classified,12090.0,Other countries not elsewhere classified
Payments,2000,Peru,158.0,PER
Payments,2000,Russian Federation,424.0,RUS
Payments,2000,Saudi Arabia,988.0,SAU
Payments,2000,Singapore,1093.0,SGP
Payments,2000,South Korea,3807.0,South Korea
Payments,2000,Spain,814.0,ESP
Payments,2000,Switzerland,1611.0,CHE
Payments,2000,Taiwan,3206.0,TWN
Payments,2000,Total of all countries,362407.0,Total of all countries
Payments,2000,Turkey,274.0,TUR
Payments,2000,United Kingdom,12266.0,GBR
Payments,2000,United States,266406.0,USA
Payments,2001,Algeria,1038.0,DZA
Payments,2001,Australia,1616.0,AUS
Payments,2001,Belgium,1264.0,BEL
Payments,2001,Brazil,1156.0,BRA
Payments,2001,China,5623.0,CHN
Payments,2001,European Union excluding the United Kingdom,23161.0,GBR
Payments,2001,France,3861.0,FRA
Payments,2001,Germany,7664.0,DEU
Payments,2001,Hong Kong,5505.0,HKG
Payments,2001,India,1009.0,IND
Payments,2001,Indonesia,721.0,IDN
Payments,2001,Iraq,988.0,IRQ
Payments,2001,Italy,3331.0,ITA
Payments,2001,Japan,10571.0,JPN
Payments,2001,Mexico,6941.0,MEX
Payments,2001,Netherlands,1435.0,NLD
Payments,2001,Norway,3583.0,NOR
Payments,2001,Other European Union countries not elsewhere classified,4814.0,Other European Union countries not elsewhere classified
Payments,2001,Other countries not elsewhere classified,11538.0,Other countries not elsewhere classified
Payments,2001,Peru,214.0,PER
Payments,2001,Russian Federation,226.0,RUS
Payments,2001,Saudi Arabia,952.0,SAU
Payments,2001,Singapore,784.0,SGP
Payments,2001,South Korea,3556.0,South Korea
Payments,2001,Spain,793.0,ESP
Payments,2001,Switzerland,1604.0,CHE
Payments,2001,Taiwan,2829.0,TWN
Payments,2001,Total of all countries,349927.0,Total of all countries
Payments,2001,Turkey,291.0,TUR
Payments,2001,United Kingdom,11938.0,GBR
Payments,2001,United States,254083.0,USA
Payments,2002,Algeria,1442.0,DZA
Payments,2002,Australia,1636.0,AUS
Payments,2002,Belgium,2141.0,BEL
Payments,2002,Brazil,1485.0,BRA
Payments,2002,China,7550.0,CHN
Payments,2002,European Union excluding the United Kingdom,25823.0,GBR
Payments,2002,France,4124.0,FRA
Payments,2002,Germany,7901.0,DEU
Payments,2002,Hong Kong,6081.0,HKG
Payments,2002,India,1159.0,IND
Payments,2002,Indonesia,681.0,IDN
Payments,2002,Iraq,1039.0,IRQ
Payments,2002,Italy,3746.0,ITA
Payments,2002,Japan,11732.0,JPN
Payments,2002,Mexico,6921.0,MEX
Payments,2002,Netherlands,1476.0,NLD
Payments,2002,Norway,3804.0,NOR
Payments,2002,Other European Union countries not elsewhere classified,5565.0,Other European Union countries not elsewhere classified
Payments,2002,Other countries not elsewhere classified,11160.0,Other countries not elsewhere classified
Payments,2002,Peru,258.0,PER
Payments,2002,Russian Federation,228.0,RUS
Payments,2002,Saudi Arabia,764.0,SAU
Payments,2002,Singapore,656.0,SGP
Payments,2002,South Korea,3919.0,South Korea
Payments,2002,Spain,868.0,ESP
Payments,2002,Switzerland,1997.0,CHE
Payments,2002,Taiwan,2741.0,TWN
Payments,2002,Total of all countries,356629.0,Total of all countries
Payments,2002,Turkey,359.0,TUR
Payments,2002,United Kingdom,10157.0,GBR
Payments,2002,United States,255035.0,USA
Payments,2003,Algeria,2021.0,DZA
Payments,2003,Australia,1606.0,AUS
Payments,2003,Belgium,2460.0,BEL
Payments,2003,Brazil,1565.0,BRA
Payments,2003,China,9578.0,CHN
Payments,2003,European Union excluding the United Kingdom,25966.0,GBR
Payments,2003,France,3811.0,FRA
Payments,2003,Germany,7559.0,DEU
Payments,2003,Hong Kong,5372.0,HKG
Payments,2003,India,1220.0,IND
Payments,2003,Indonesia,655.0,IDN
Payments,2003,Iraq,1382.0,IRQ
Payments,2003,Italy,3875.0,ITA
Payments,2003,Japan,10645.0,JPN
Payments,2003,Mexico,6587.0,MEX
Payments,2003,Netherlands,1701.0,NLD
Payments,2003,Norway,4027.0,NOR
Payments,2003,Other European Union countries not elsewhere classified,5555.0,Other European Union countries not elsewhere classified
Payments,2003,Other countries not elsewhere classified,11688.0,Other countries not elsewhere classified
Payments,2003,Peru,222.0,PER
Payments,2003,Russian Federation,381.0,RUS
Payments,2003,Saudi Arabia,908.0,SAU
Payments,2003,Singapore,689.0,SGP
Payments,2003,South Korea,3937.0,South Korea
Payments,2003,Spain,1007.0,ESP
Payments,2003,Switzerland,2131.0,CHE
Payments,2003,Taiwan,2379.0,TWN
Payments,2003,Total of all countries,342703.0,Total of all countries
Payments,2003,Turkey,353.0,TUR
Payments,2003,United Kingdom,9159.0,GBR
Payments,2003,United States,240232.0,USA
Payments,2004,Algeria,2453.0,DZA
Payments,2004,Australia,1756.0,AUS
Payments,2004,Belgium,2309.0,BEL
Payments,2004,Brazil,1810.0,BRA
Payments,2004,China,13225.0,CHN
Payments,2004,European Union excluding the United Kingdom,26970.0,GBR
Payments,2004,France,4013.0,FRA
Payments,2004,Germany,7988.0,DEU
Payments,2004,Hong Kong,5123.0,HKG
Payments,2004,India,1333.0,IND
Payments,2004,Indonesia,637.0,IDN
Payments,2004,Iraq,1152.0,IRQ
Payments,2004,Italy,3733.0,ITA
Payments,2004,Japan,10094.0,JPN
Payments,2004,Mexico,6758.0,MEX
Payments,2004,Netherlands,1708.0,NLD
Payments,2004,Norway,4597.0,NOR
Payments,2004,Other European Union countries not elsewhere classified,6176.0,Other European Union countries not elsewhere classified
Payments,2004,Other countries not elsewhere classified,13986.0,Other countries not elsewhere classified
Payments,2004,Peru,392.0,PER
Payments,2004,Russian Federation,681.0,RUS
Payments,2004,Saudi Arabia,1319.0,SAU
Payments,2004,Singapore,788.0,SGP
Payments,2004,South Korea,4744.0,South Korea
Payments,2004,Spain,1045.0,ESP
Payments,2004,Switzerland,2959.0,CHE
Payments,2004,Taiwan,2481.0,TWN
Payments,2004,Total of all countries,363276.0,Total of all countries
Payments,2004,Turkey,539.0,TUR
Payments,2004,United Kingdom,9446.0,GBR
Payments,2004,United States,250030.0,USA
Payments,2005,Algeria,4005.0,DZA
Payments,2005,Australia,1689.0,AUS
Payments,2005,Belgium,2732.0,BEL
Payments,2005,Brazil,2457.0,BRA
Payments,2005,China,17208.0,CHN
Payments,2005,European Union excluding the United Kingdom,29417.0,GBR
Payments,2005,France,3636.0,FRA
Payments,2005,Germany,8720.0,DEU
Payments,2005,Hong Kong,5045.0,HKG
Payments,2005,India,1437.0,IND
Payments,2005,Indonesia,665.0,IDN
Payments,2005,Iraq,1330.0,IRQ
Payments,2005,Italy,3688.0,ITA
Payments,2005,Japan,11213.0,JPN
Payments,2005,Mexico,7781.0,MEX
Payments,2005,Netherlands,1751.0,NLD
Payments,2005,Norway,5957.0,NOR
Payments,2005,Other European Union countries not elsewhere classified,7957.0,Other European Union countries not elsewhere classified
Payments,2005,Other countries not elsewhere classified,15950.0,Other countries not elsewhere classified
Payments,2005,Peru,1296.0,PER
Payments,2005,Russian Federation,845.0,RUS
Payments,2005,Saudi Arabia,1677.0,SAU
Payments,2005,Singapore,824.0,SGP
Payments,2005,South Korea,4436.0,South Korea
Payments,2005,Spain,935.0,ESP
Payments,2005,Switzerland,3290.0,CHE
Payments,2005,Taiwan,2443.0,TWN
Payments,2005,Total of all countries,387840.0,Total of all countries
Payments,2005,Turkey,573.0,TUR
Payments,2005,United Kingdom,9019.0,GBR
Payments,2005,United States,259279.0,USA
Payments,2006,Algeria,4795.0,DZA
Payments,2006,Australia,1479.0,AUS
Payments,2006,Belgium,3201.0,BEL
Payments,2006,Brazil,2671.0,BRA
Payments,2006,China,20938.0,CHN
Payments,2006,European Union excluding the United Kingdom,32508.0,GBR
Payments,2006,France,3912.0,FRA
Payments,2006,Germany,9512.0,DEU
Payments,2006,Hong Kong,4825.0,HKG
Payments,2006,India,1527.0,IND
Payments,2006,Indonesia,626.0,IDN
Payments,2006,Iraq,1558.0,IRQ
Payments,2006,Italy,3852.0,ITA
Payments,2006,Japan,11858.0,JPN
Payments,2006,Mexico,8835.0,MEX
Payments,2006,Netherlands,1805.0,NLD
Payments,2006,Norway,5289.0,NOR
Payments,2006,Other European Union countries not elsewhere classified,9099.0,Other European Union countries not elsewhere classified
Payments,2006,Other countries not elsewhere classified,17151.0,Other countries not elsewhere classified
Payments,2006,Peru,2000.0,PER
Payments,2006,Russian Federation,1372.0,RUS
Payments,2006,Saudi Arabia,1653.0,SAU
Payments,2006,Singapore,1040.0,SGP
Payments,2006,South Korea,4518.0,South Korea
Payments,2006,Spain,1127.0,ESP
Payments,2006,Switzerland,2484.0,CHE
Payments,2006,Taiwan,2440.0,TWN
Payments,2006,Total of all countries,404881.0,Total of all countries
Payments,2006,Turkey,485.0,TUR
Payments,2006,United Kingdom,9521.0,GBR
Payments,2006,United States,265307.0,USA
Payments,2007,Algeria,4938.0,DZA
Payments,2007,Australia,1702.0,AUS
Payments,2007,Belgium,3466.0,BEL
Payments,2007,Brazil,2591.0,BRA
Payments,2007,China,23824.0,CHN
Payments,2007,European Union excluding the United Kingdom,32428.0,GBR
Payments,2007,France,4088.0,FRA
Payments,2007,Germany,9940.0,DEU
Payments,2007,Hong Kong,4846.0,HKG
Payments,2007,India,1582.0,IND
Payments,2007,Indonesia,657.0,IDN
Payments,2007,Iraq,1592.0,IRQ
Payments,2007,Italy,3975.0,ITA
Payments,2007,Japan,11976.0,JPN
Payments,2007,Mexico,9540.0,MEX
Payments,2007,Netherlands,2036.0,NLD
Payments,2007,Norway,5529.0,NOR
Payments,2007,Other European Union countries not elsewhere classified,7848.0,Other European Union countries not elsewhere classified
Payments,2007,Other countries not elsewhere classified,18247.0,Other countries not elsewhere classified
Payments,2007,Peru,2024.0,PER
Payments,2007,Russian Federation,919.0,RUS
Payments,2007,Saudi Arabia,1840.0,SAU
Payments,2007,Singapore,2071.0,SGP
Payments,2007,South Korea,4029.0,South Korea
Payments,2007,Spain,1072.0,ESP
Payments,2007,Switzerland,2755.0,CHE
Payments,2007,Taiwan,2299.0,TWN
Payments,2007,Total of all countries,416140.0,Total of all countries
Payments,2007,Turkey,620.0,TUR
Payments,2007,United Kingdom,9956.0,GBR
Payments,2007,United States,270173.0,USA
Payments,2008,Algeria,7554.0,DZA
Payments,2008,Australia,1556.0,AUS
Payments,2008,Belgium,3437.0,BEL
Payments,2008,Brazil,1951.0,BRA
Payments,2008,China,26178.0,CHN
Payments,2008,European Union excluding the United Kingdom,35402.0,GBR
Payments,2008,France,4770.0,FRA
Payments,2008,Germany,10874.0,DEU
Payments,2008,Hong Kong,4589.0,HKG
Payments,2008,India,1787.0,IND
Payments,2008,Indonesia,712.0,IDN
Payments,2008,Iraq,2290.0,IRQ
Payments,2008,Italy,4037.0,ITA
Payments,2008,Japan,11672.0,JPN
Payments,2008,Mexico,10387.0,MEX
Payments,2008,Netherlands,2540.0,NLD
Payments,2008,Norway,5501.0,NOR
Payments,2008,Other European Union countries not elsewhere classified,8332.0,Other European Union countries not elsewhere classified
Payments,2008,Other countries not elsewhere classified,21583.0,Other countries not elsewhere classified
Payments,2008,Peru,2339.0,PER
Payments,2008,Russian Federation,1253.0,RUS
Payments,2008,Saudi Arabia,2351.0,SAU
Payments,2008,Singapore,2100.0,SGP
Payments,2008,South Korea,4433.0,South Korea
Payments,2008,Spain,1411.0,ESP
Payments,2008,Switzerland,3190.0,CHE
Payments,2008,Taiwan,2573.0,TWN
Payments,2008,Total of all countries,443941.0,Total of all countries
Payments,2008,Turkey,1714.0,TUR
Payments,2008,United Kingdom,11219.0,GBR
Payments,2008,United States,281609.0,USA
Payments,2009,Algeria,3738.0,DZA
Payments,2009,Australia,1545.0,AUS
Payments,2009,Belgium,3198.0,BEL
Payments,2009,Brazil,2070.0,BRA
Payments,2009,China,23574.0,CHN
Payments,2009,European Union excluding the United Kingdom,30342.0,GBR
Payments,2009,France,4003.0,FRA
Payments,2009,Germany,8814.0,DEU
Payments,2009,Hong Kong,4303.0,HKG
Payments,2009,India,1591.0,IND
Payments,2009,Indonesia,634.0,IDN
Payments,2009,Iraq,581.0,IRQ
Payments,2009,Italy,3403.0,ITA
Payments,2009,Japan,9330.0,JPN
Payments,2009,Mexico,10154.0,MEX
Payments,2009,Netherlands,2328.0,NLD
Payments,2009,Norway,3443.0,NOR
Payments,2009,Other European Union countries not elsewhere classified,7412.0,Other European Union countries not elsewhere classified
Payments,2009,Other countries not elsewhere classified,18511.0,Other countries not elsewhere classified
Payments,2009,Peru,2806.0,PER
Payments,2009,Russian Federation,894.0,RUS
Payments,2009,Saudi Arabia,1696.0,SAU
Payments,2009,Singapore,2011.0,SGP
Payments,2009,South Korea,4487.0,South Korea
Payments,2009,Spain,1187.0,ESP
Payments,2009,Switzerland,3825.0,CHE
Payments,2009,Taiwan,2031.0,TWN
Payments,2009,Total of all countries,374320.0,Total of all countries
Payments,2009,Turkey,1950.0,TUR
Payments,2009,United Kingdom,8499.0,GBR
Payments,2009,United States,236305.0,USA
Payments,2010,Algeria,3350.0,DZA
Payments,2010,Australia,1464.0,AUS
Payments,2010,Belgium,2780.0,BEL
Payments,2010,Brazil,2851.0,BRA
Payments,2010,China,26391.0,CHN
Payments,2010,European Union excluding the United Kingdom,30868.0,GBR
Payments,2010,France,3666.0,FRA
Payments,2010,Germany,9178.0,DEU
Payments,2010,Hong Kong,4556.0,HKG
Payments,2010,India,1625.0,IND
Payments,2010,Indonesia,721.0,IDN
Payments,2010,Iraq,1175.0,IRQ
Payments,2010,Italy,3453.0,ITA
Payments,2010,Japan,10061.0,JPN
Payments,2010,Mexico,13927.0,MEX
Payments,2010,Netherlands,1983.0,NLD
Payments,2010,Norway,2591.0,NOR
Payments,2010,Other European Union countries not elsewhere classified,8653.0,Other European Union countries not elsewhere classified
Payments,2010,Other countries not elsewhere classified,23806.0,Other countries not elsewhere classified
Payments,2010,Peru,3594.0,PER
Payments,2010,Russian Federation,903.0,RUS
Payments,2010,Saudi Arabia,2000.0,SAU
Payments,2010,Singapore,1689.0,SGP
Payments,2010,South Korea,4691.0,South Korea
Payments,2010,Spain,1152.0,ESP
Payments,2010,Switzerland,3948.0,CHE
Payments,2010,Taiwan,2342.0,TWN
Payments,2010,Total of all countries,414004.0,Total of all countries
Payments,2010,Turkey,1793.0,TUR
Payments,2010,United Kingdom,9556.0,GBR
Payments,2010,United States,260101.0,USA
Payments,2011,Algeria,5613.0,DZA
Payments,2011,Australia,1521.0,AUS
Payments,2011,Belgium,2529.0,BEL
Payments,2011,Brazil,3210.0,BRA
Payments,2011,China,28711.0,CHN
Payments,2011,European Union excluding the United Kingdom,35301.0,GBR
Payments,2011,France,3940.0,FRA
Payments,2011,Germany,10696.0,DEU
Payments,2011,Hong Kong,4689.0,HKG
Payments,2011,India,1906.0,IND
Payments,2011,Indonesia,864.0,IDN
Payments,2011,Iraq,1014.0,IRQ
Payments,2011,Italy,3850.0,ITA
Payments,2011,Japan,9368.0,JPN
Payments,2011,Mexico,15264.0,MEX
Payments,2011,Netherlands,3044.0,NLD
Payments,2011,Norway,3783.0,NOR
Payments,2011,Other European Union countries not elsewhere classified,9705.0,Other European Union countries not elsewhere classified
