Trade,Year,Principal_trading_partners,VALUE,iso
Payments,2011,Other countries not elsewhere classified,28612.0,Other countries not elsewhere classified
Payments,2011,Peru,4326.0,PER
Payments,2011,Russian Federation,1104.0,RUS
Payments,2011,Saudi Arabia,2407.0,SAU
Payments,2011,Singapore,2227.0,SGP
Payments,2011,South Korea,5226.0,South Korea
Payments,2011,Spain,1538.0,ESP
Payments,2011,Switzerland,3963.0,CHE
Payments,2011,Taiwan,2743.0,TWN
Payments,2011,Total of all countries,456395.0,Total of all countries
Payments,2011,Turkey,2476.0,TUR
Payments,2011,United Kingdom,10558.0,GBR
Payments,2011,United States,281512.0,USA
Payments,2012,Algeria,5987.0,DZA
Payments,2012,Australia,1828.0,AUS
Payments,2012,Belgium,2224.0,BEL
Payments,2012,Brazil,3495.0,BRA
Payments,2012,China,30953.0,CHN
Payments,2012,European Union excluding the United Kingdom,36242.0,GBR
Payments,2012,France,3928.0,FRA
Payments,2012,Germany,12079.0,DEU
Payments,2012,Hong Kong,4594.0,HKG
Payments,2012,India,2159.0,IND
Payments,2012,Indonesia,877.0,IDN
Payments,2012,Iraq,2599.0,IRQ
Payments,2012,Italy,3919.0,ITA
Payments,2012,Japan,10793.0,JPN
Payments,2012,Mexico,15911.0,MEX
Payments,2012,Netherlands,4127.0,NLD
Payments,2012,Norway,3055.0,NOR
Payments,2012,Other European Union countries not elsewhere classified,8345.0,Other European Union countries not elsewhere classified
Payments,2012,Other countries not elsewhere classified,29079.0,Other countries not elsewhere classified
Payments,2012,Peru,3717.0,PER
Payments,2012,Russian Federation,678.0,RUS
Payments,2012,Saudi Arabia,1617.0,SAU
Payments,2012,Singapore,1562.0,SGP
Payments,2012,South Korea,5190.0,South Korea
Payments,2012,Spain,1622.0,ESP
Payments,2012,Switzerland,3896.0,CHE
Payments,2012,Taiwan,2809.0,TWN
Payments,2012,Total of all countries,475171.0,Total of all countries
Payments,2012,Turkey,3525.0,TUR
Payments,2012,United Kingdom,8395.0,GBR
Payments,2012,United States,296214.0,USA
Payments,2013,Algeria,3312.0,DZA
Payments,2013,Australia,1627.0,AUS
Payments,2013,Belgium,2760.0,BEL
Payments,2013,Brazil,2814.0,BRA
Payments,2013,China,31944.0,CHN
Payments,2013,European Union excluding the United Kingdom,37772.0,GBR
Payments,2013,France,3990.0,FRA
Payments,2013,Germany,12613.0,DEU
Payments,2013,Hong Kong,4148.0,HKG
Payments,2013,India,2319.0,IND
Payments,2013,Indonesia,885.0,IDN
Payments,2013,Iraq,3239.0,IRQ
Payments,2013,Italy,4438.0,ITA
Payments,2013,Japan,9596.0,JPN
Payments,2013,Mexico,16380.0,MEX
Payments,2013,Netherlands,3971.0,NLD
Payments,2013,Norway,3946.0,NOR
Payments,2013,Other European Union countries not elsewhere classified,8365.0,Other European Union countries not elsewhere classified
Payments,2013,Other countries not elsewhere classified,25779.0,Other countries not elsewhere classified
Payments,2013,Peru,2915.0,PER
Payments,2013,Russian Federation,813.0,RUS
Payments,2013,Saudi Arabia,2735.0,SAU
Payments,2013,Singapore,1846.0,SGP
Payments,2013,South Korea,5584.0,South Korea
Payments,2013,Spain,1635.0,ESP
Payments,2013,Switzerland,4422.0,CHE
Payments,2013,Taiwan,2710.0,TWN
Payments,2013,Total of all countries,487759.0,Total of all countries
Payments,2013,Turkey,1839.0,TUR
Payments,2013,United Kingdom,7619.0,GBR
Payments,2013,United States,313516.0,USA
Payments,2014,Algeria,1343.0,DZA
Payments,2014,Australia,1328.0,AUS
Payments,2014,Belgium,3144.0,BEL
Payments,2014,Brazil,2876.0,BRA
Payments,2014,China,35570.0,CHN
Payments,2014,European Union excluding the United Kingdom,41220.0,GBR
Payments,2014,France,4395.0,FRA
Payments,2014,Germany,13092.0,DEU
Payments,2014,Hong Kong,4168.0,HKG
Payments,2014,India,2474.0,IND
Payments,2014,Indonesia,929.0,IDN
Payments,2014,Iraq,1852.0,IRQ
Payments,2014,Italy,4726.0,ITA
Payments,2014,Japan,9219.0,JPN
Payments,2014,Mexico,17135.0,MEX
Payments,2014,Netherlands,4326.0,NLD
Payments,2014,Norway,1807.0,NOR
Payments,2014,Other European Union countries not elsewhere classified,9345.0,Other European Union countries not elsewhere classified
Payments,2014,Other countries not elsewhere classified,24455.0,Other countries not elsewhere classified
Payments,2014,Peru,2811.0,PER
Payments,2014,Russian Federation,377.0,RUS
Payments,2014,Saudi Arabia,2359.0,SAU
Payments,2014,Singapore,1197.0,SGP
Payments,2014,South Korea,5595.0,South Korea
Payments,2014,Spain,2194.0,ESP
Payments,2014,Switzerland,4878.0,CHE
Payments,2014,Taiwan,2803.0,TWN
Payments,2014,Total of all countries,525051.0,Total of all countries
Payments,2014,Turkey,1120.0,TUR
Payments,2014,United Kingdom,8257.0,GBR
Payments,2014,United States,351276.0,USA
Payments,2015,Algeria,1035.0,DZA
Payments,2015,Australia,1490.0,AUS
Payments,2015,Belgium,3214.0,BEL
Payments,2015,Brazil,3160.0,BRA
Payments,2015,China,38963.0,CHN
Payments,2015,European Union excluding the United Kingdom,44524.0,GBR
Payments,2015,France,4559.0,FRA
Payments,2015,Germany,14976.0,DEU
Payments,2015,Hong Kong,4421.0,HKG
Payments,2015,India,2922.0,IND
Payments,2015,Indonesia,1086.0,IDN
Payments,2015,Iraq,0.0,IRQ
Payments,2015,Italy,5426.0,ITA
Payments,2015,Japan,10799.0,JPN
Payments,2015,Mexico,18374.0,MEX
Payments,2015,Netherlands,4363.0,NLD
Payments,2015,Norway,1692.0,NOR
Payments,2015,Other European Union countries not elsewhere classified,9772.0,Other European Union countries not elsewhere classified
Payments,2015,Other countries not elsewhere classified,25264.0,Other countries not elsewhere classified
Payments,2015,Peru,3124.0,PER
Payments,2015,Russian Federation,652.0,RUS
Payments,2015,Saudi Arabia,2056.0,SAU
Payments,2015,Singapore,933.0,SGP
Payments,2015,South Korea,6524.0,South Korea
Payments,2015,Spain,2213.0,ESP
Payments,2015,Switzerland,5290.0,CHE
Payments,2015,Taiwan,3437.0,TWN
Payments,2015,Total of all countries,549063.0,Total of all countries
Payments,2015,Turkey,971.0,TUR
Payments,2015,United Kingdom,8640.0,GBR
Payments,2015,United States,363707.0,USA
Payments,2016,Algeria,1838.0,DZA
Payments,2016,Australia,1853.0,AUS
Payments,2016,Belgium,3132.0,BEL
Payments,2016,Brazil,3209.0,BRA
Payments,2016,China,37661.0,CHN
Payments,2016,European Union excluding the United Kingdom,44705.0,GBR
Payments,2016,France,4447.0,FRA
Payments,2016,Germany,14581.0,DEU
Payments,2016,Hong Kong,4116.0,HKG
Payments,2016,India,2958.0,IND
Payments,2016,Indonesia,1091.0,IDN
Payments,2016,Iraq,2.0,IRQ
Payments,2016,Italy,5644.0,ITA
Payments,2016,Japan,11784.0,JPN
Payments,2016,Mexico,18916.0,MEX
Payments,2016,Netherlands,4829.0,NLD
Payments,2016,Norway,1484.0,NOR
Payments,2016,Other European Union countries not elsewhere classified,9940.0,Other European Union countries not elsewhere classified
Payments,2016,Other countries not elsewhere classified,26285.0,Other countries not elsewhere classified
Payments,2016,Peru,2319.0,PER
Payments,2016,Russian Federation,482.0,RUS
Payments,2016,Saudi Arabia,1737.0,SAU
Payments,2016,Singapore,961.0,SGP
Payments,2016,South Korea,8957.0,South Korea
Payments,2016,Spain,2131.0,ESP
Payments,2016,Switzerland,5413.0,CHE
Payments,2016,Taiwan,3038.0,TWN
Payments,2016,Total of all countries,547349.0,Total of all countries
Payments,2016,Turkey,1031.0,TUR
Payments,2016,United Kingdom,7738.0,GBR
Payments,2016,United States,359769.0,USA
Payments,2017,Algeria,911.0,DZA
Payments,2017,Australia,1714.0,AUS
Payments,2017,Belgium,4070.0,BEL
Payments,2017,Brazil,3924.0,BRA
Payments,2017,China,42732.0,CHN
Payments,2017,European Union excluding the United Kingdom,48769.0,GBR
Payments,2017,France,4590.0,FRA
Payments,2017,Germany,15268.0,DEU
Payments,2017,Hong Kong,4120.0,HKG
Payments,2017,India,3039.0,IND
Payments,2017,Indonesia,1145.0,IDN
Payments,2017,Iraq,72.0,IRQ
Payments,2017,Italy,6094.0,ITA
Payments,2017,Japan,13566.0,JPN
Payments,2017,Mexico,21236.0,MEX
Payments,2017,Netherlands,5511.0,NLD
Payments,2017,Norway,1948.0,NOR
Payments,2017,Other European Union countries not elsewhere classified,10919.0,Other European Union countries not elsewhere classified
Payments,2017,Other countries not elsewhere classified,28262.0,Other countries not elsewhere classified
Payments,2017,Peru,1552.0,PER
Payments,2017,Russian Federation,609.0,RUS
Payments,2017,Saudi Arabia,2679.0,SAU
Payments,2017,Singapore,1093.0,SGP
Payments,2017,South Korea,7270.0,South Korea
Payments,2017,Spain,2316.0,ESP
Payments,2017,Switzerland,5884.0,CHE
Payments,2017,Taiwan,3318.0,TWN
Payments,2017,Total of all countries,575025.0,Total of all countries
Payments,2017,Turkey,1363.0,TUR
Payments,2017,United Kingdom,8089.0,GBR
Payments,2017,United States,371727.0,USA
Payments,2018,Algeria,238.0,DZA
Payments,2018,Australia,1704.0,AUS
Payments,2018,Belgium,5387.0,BEL
Payments,2018,Brazil,4698.0,BRA
Payments,2018,China,46357.0,CHN
Payments,2018,European Union excluding the United Kingdom,55530.0,GBR
Payments,2018,France,5092.0,FRA
Payments,2018,Germany,16682.0,DEU
Payments,2018,Hong Kong,4247.0,HKG
Payments,2018,India,3891.0,IND
Payments,2018,Indonesia,1142.0,IDN
Payments,2018,Iraq,0.0,IRQ
Payments,2018,Italy,6707.0,ITA
Payments,2018,Japan,12712.0,JPN
Payments,2018,Mexico,20857.0,MEX
Payments,2018,Netherlands,5993.0,NLD
Payments,2018,Norway,1147.0,NOR
Payments,2018,Other European Union countries not elsewhere classified,13012.0,Other European Union countries not elsewhere classified
Payments,2018,Other countries not elsewhere classified,27695.0,Other countries not elsewhere classified
Payments,2018,Peru,1066.0,PER
Payments,2018,Russian Federation,701.0,RUS
Payments,2018,Saudi Arabia,3809.0,SAU
Payments,2018,Singapore,1356.0,SGP
Payments,2018,South Korea,8273.0,South Korea
Payments,2018,Spain,2657.0,ESP
Payments,2018,Switzerland,7276.0,CHE
Payments,2018,Taiwan,3722.0,TWN
Payments,2018,Total of all countries,607970.0,Total of all countries
Payments,2018,Turkey,1811.0,TUR
Payments,2018,United Kingdom,8223.0,GBR
Payments,2018,United States,391513.0,USA
Payments,2019,Algeria,57.0,DZA
Payments,2019,Australia,1943.0,AUS
Payments,2019,Belgium,6345.0,BEL
Payments,2019,Brazil,4765.0,BRA
Payments,2019,China,46867.0,CHN
Payments,2019,European Union excluding the United Kingdom,57994.0,GBR
Payments,2019,France,5309.0,FRA
Payments,2019,Germany,16265.0,DEU
Payments,2019,Hong Kong,4180.0,HKG
Payments,2019,India,4102.0,IND
Payments,2019,Indonesia,1177.0,IDN
Payments,2019,Iraq,0.0,IRQ
Payments,2019,Italy,6945.0,ITA
Payments,2019,Japan,12386.0,JPN
Payments,2019,Mexico,20479.0,MEX
Payments,2019,Netherlands,6592.0,NLD
Payments,2019,Norway,1524.0,NOR
Payments,2019,Other European Union countries not elsewhere classified,13278.0,Other European Union countries not elsewhere classified
Payments,2019,Other countries not elsewhere classified,28131.0,Other countries not elsewhere classified
Payments,2019,Peru,3315.0,PER
Payments,2019,Russian Federation,1085.0,RUS
Payments,2019,Saudi Arabia,3188.0,SAU
Payments,2019,Singapore,1536.0,SGP
Payments,2019,South Korea,8360.0,South Korea
Payments,2019,Spain,3263.0,ESP
Payments,2019,Switzerland,7215.0,CHE
Payments,2019,Taiwan,3730.0,TWN
Payments,2019,Total of all countries,613973.0,Total of all countries
Payments,2019,Turkey,1326.0,TUR
Payments,2019,United Kingdom,8389.0,GBR
Payments,2019,United States,392224.0,USA
Payments,2020,Algeria,41.0,DZA
Payments,2020,Australia,1949.0,AUS
Payments,2020,Belgium,5389.0,BEL
Payments,2020,Brazil,5824.0,BRA
Payments,2020,China,49546.0,CHN
Payments,2020,European Union excluding the United Kingdom,50984.0,GBR
Payments,2020,France,4653.0,FRA
Payments,2020,Germany,14082.0,DEU
Payments,2020,Hong Kong,4150.0,HKG
Payments,2020,India,3862.0,IND
Payments,2020,Indonesia,1047.0,IDN
Payments,2020,Iraq,0.0,IRQ
Payments,2020,Italy,6649.0,ITA
Payments,2020,Japan,10009.0,JPN
Payments,2020,Mexico,16954.0,MEX
Payments,2020,Netherlands,4759.0,NLD
Payments,2020,Norway,1137.0,NOR
Payments,2020,Other European Union countries not elsewhere classified,12550.0,Other European Union countries not elsewhere classified
Payments,2020,Other countries not elsewhere classified,27907.0,Other countries not elsewhere classified
Payments,2020,Peru,3457.0,PER
Payments,2020,Russian Federation,493.0,RUS
Payments,2020,Saudi Arabia,1483.0,SAU
Payments,2020,Singapore,1200.0,SGP
Payments,2020,South Korea,7516.0,South Korea
Payments,2020,Spain,2903.0,ESP
Payments,2020,Switzerland,10270.0,CHE
Payments,2020,Taiwan,3395.0,TWN
Payments,2020,Total of all countries,562007.0,Total of all countries
Payments,2020,Turkey,1330.0,TUR
Payments,2020,United Kingdom,9405.0,GBR
Payments,2020,United States,350046.0,USA
Payments,2021,Algeria,21.0,DZA
Payments,2021,Australia,1407.0,AUS
Payments,2021,Belgium,4821.0,BEL
Payments,2021,Brazil,4572.0,BRA
Payments,2021,China,40741.0,CHN
Payments,2021,European Union excluding the United Kingdom,42391.0,GBR
Payments,2021,France,3877.0,FRA
Payments,2021,Germany,11586.0,DEU
Payments,2021,Hong Kong,3607.0,HKG
Payments,2021,India,3299.0,IND
Payments,2021,Indonesia,908.0,IDN
Payments,2021,Iraq,1.0,IRQ
Payments,2021,Italy,5467.0,ITA
Payments,2021,Japan,8626.0,JPN
Payments,2021,Mexico,14078.0,MEX
Payments,2021,Netherlands,4536.0,NLD
Payments,2021,Norway,672.0,NOR
Payments,2021,Other European Union countries not elsewhere classified,9664.0,Other European Union countries not elsewhere classified
Payments,2021,Other countries not elsewhere classified,24213.0,Other countries not elsewhere classified
Payments,2021,Peru,2617.0,PER
Payments,2021,Russian Federation,511.0,RUS
Payments,2021,Saudi Arabia,1497.0,SAU
Payments,2021,Singapore,1357.0,SGP
Payments,2021,South Korea,6583.0,South Korea
Payments,2021,Spain,2439.0,ESP
Payments,2021,Switzerland,5235.0,CHE
Payments,2021,Taiwan,2966.0,TWN
Payments,2021,Total of all countries,460672.0,Total of all countries
Payments,2021,Turkey,1444.0,TUR
Payments,2021,United Kingdom,7602.0,GBR
Payments,2021,United States,286325.0,USA
Receipts,1997,Algeria,593.0,DZA
Receipts,1997,Australia,1104.0,AUS
Receipts,1997,Belgium,1652.0,BEL
Receipts,1997,Brazil,1809.0,BRA
Receipts,1997,China,2622.0,CHN
Receipts,1997,European Union excluding the United Kingdom,13246.0,GBR
Receipts,1997,France,1962.0,FRA
Receipts,1997,Germany,3133.0,DEU
Receipts,1997,Hong Kong,2069.0,HKG
Receipts,1997,India,510.0,IND
Receipts,1997,Indonesia,822.0,IDN
Receipts,1997,Iraq,1.0,IRQ
Receipts,1997,Italy,1679.0,ITA
Receipts,1997,Japan,11925.0,JPN
Receipts,1997,Mexico,2011.0,MEX
Receipts,1997,Netherlands,1910.0,NLD
Receipts,1997,Norway,861.0,NOR
Receipts,1997,Other European Union countries not elsewhere classified,2230.0,Other European Union countries not elsewhere classified
Receipts,1997,Other countries not elsewhere classified,10590.0,Other countries not elsewhere classified
Receipts,1997,Peru,328.0,PER
Receipts,1997,Russian Federation,453.0,RUS
Receipts,1997,Saudi Arabia,601.0,SAU
Receipts,1997,Singapore,648.0,SGP
Receipts,1997,South Korea,3343.0,South Korea
Receipts,1997,Spain,681.0,ESP
Receipts,1997,Switzerland,480.0,CHE
Receipts,1997,Taiwan,1873.0,TWN
Receipts,1997,Total of all countries,303196.0,Total of all countries
Receipts,1997,Turkey,368.0,TUR
Receipts,1997,United Kingdom,4679.0,GBR
Receipts,1997,United States,242257.0,USA
Receipts,1998,Algeria,544.0,DZA
Receipts,1998,Australia,1140.0,AUS
Receipts,1998,Belgium,1782.0,BEL
Receipts,1998,Brazil,1569.0,BRA
Receipts,1998,China,2731.0,CHN
Receipts,1998,European Union excluding the United Kingdom,13978.0,GBR
Receipts,1998,France,2034.0,FRA
Receipts,1998,Germany,3219.0,DEU
Receipts,1998,Hong Kong,1829.0,HKG
Receipts,1998,India,485.0,IND
Receipts,1998,Indonesia,561.0,IDN
Receipts,1998,Iraq,4.0,IRQ
Receipts,1998,Italy,1692.0,ITA
Receipts,1998,Japan,9745.0,JPN
Receipts,1998,Mexico,2774.0,MEX
Receipts,1998,Netherlands,2131.0,NLD
Receipts,1998,Norway,1009.0,NOR
Receipts,1998,Other European Union countries not elsewhere classified,2429.0,Other European Union countries not elsewhere classified
Receipts,1998,Other countries not elsewhere classified,9749.0,Other countries not elsewhere classified
Receipts,1998,Peru,216.0,PER
Receipts,1998,Russian Federation,373.0,RUS
Receipts,1998,Saudi Arabia,406.0,SAU
Receipts,1998,Singapore,539.0,SGP
Receipts,1998,South Korea,2149.0,South Korea
Receipts,1998,Spain,691.0,ESP
Receipts,1998,Switzerland,1111.0,CHE
Receipts,1998,Taiwan,1443.0,TWN
Receipts,1998,Total of all countries,327012.0,Total of all countries
Receipts,1998,Turkey,261.0,TUR
Receipts,1998,United Kingdom,5302.0,GBR
Receipts,1998,United States,269092.0,USA
Receipts,1999,Algeria,521.0,DZA
Receipts,1999,Australia,1210.0,AUS
Receipts,1999,Belgium,2306.0,BEL
Receipts,1999,Brazil,1283.0,BRA
Receipts,1999,China,3103.0,CHN
Receipts,1999,European Union excluding the United Kingdom,14356.0,GBR
Receipts,1999,France,2333.0,FRA
Receipts,1999,Germany,2925.0,DEU
Receipts,1999,Hong Kong,1586.0,HKG
Receipts,1999,India,573.0,IND
Receipts,1999,Indonesia,600.0,IDN
Receipts,1999,Iraq,31.0,IRQ
Receipts,1999,Italy,1661.0,ITA
Receipts,1999,Japan,10125.0,JPN
Receipts,1999,Mexico,3933.0,MEX
Receipts,1999,Netherlands,1825.0,NLD
Receipts,1999,Norway,904.0,NOR
Receipts,1999,Other European Union countries not elsewhere classified,2560.0,Other European Union countries not elsewhere classified
Receipts,1999,Other countries not elsewhere classified,9577.0,Other countries not elsewhere classified
Receipts,1999,Peru,214.0,PER
Receipts,1999,Russian Federation,253.0,RUS
Receipts,1999,Saudi Arabia,413.0,SAU
Receipts,1999,Singapore,537.0,SGP
Receipts,1999,South Korea,2444.0,South Korea
Receipts,1999,Spain,748.0,ESP
Receipts,1999,Switzerland,594.0,CHE
Receipts,1999,Taiwan,1502.0,TWN
Receipts,1999,Total of all countries,368634.0,Total of all countries
Receipts,1999,Turkey,262.0,TUR
Receipts,1999,United Kingdom,5981.0,GBR
Receipts,1999,United States,308631.0,USA
Receipts,2000,Algeria,551.0,DZA
Receipts,2000,Australia,1486.0,AUS
Receipts,2000,Belgium,2674.0,BEL
Receipts,2000,Brazil,1286.0,BRA
Receipts,2000,China,4648.0,CHN
Receipts,2000,European Union excluding the United Kingdom,16776.0,GBR
Receipts,2000,France,2377.0,FRA
Receipts,2000,Germany,3893.0,DEU
Receipts,2000,Hong Kong,2076.0,HKG
Receipts,2000,India,695.0,IND
Receipts,2000,Indonesia,776.0,IDN
Receipts,2000,Iraq,83.0,IRQ
Receipts,2000,Italy,2013.0,ITA
Receipts,2000,Japan,11299.0,JPN
Receipts,2000,Mexico,5029.0,MEX
Receipts,2000,Netherlands,1753.0,NLD
Receipts,2000,Norway,1070.0,NOR
Receipts,2000,Other European Union countries not elsewhere classified,3232.0,Other European Union countries not elsewhere classified
Receipts,2000,Other countries not elsewhere classified,10320.0,Other countries not elsewhere classified
Receipts,2000,Peru,261.0,PER
Receipts,2000,Russian Federation,300.0,RUS
Receipts,2000,Saudi Arabia,454.0,SAU
Receipts,2000,Singapore,542.0,SGP
Receipts,2000,South Korea,2937.0,South Korea
Receipts,2000,Spain,833.0,ESP
Receipts,2000,Switzerland,663.0,CHE
Receipts,2000,Taiwan,1581.0,TWN
Receipts,2000,Total of all countries,428816.0,Total of all countries
Receipts,2000,Turkey,328.0,TUR
Receipts,2000,United Kingdom,7253.0,GBR
Receipts,2000,United States,358407.0,USA
Receipts,2001,Algeria,331.0,DZA
Receipts,2001,Australia,1374.0,AUS
Receipts,2001,Belgium,2420.0,BEL
Receipts,2001,Brazil,1104.0,BRA
Receipts,2001,China,5376.0,CHN
Receipts,2001,European Union excluding the United Kingdom,16656.0,GBR
Receipts,2001,France,2768.0,FRA
Receipts,2001,Germany,3626.0,DEU
Receipts,2001,Hong Kong,1762.0,HKG
Receipts,2001,India,870.0,IND
Receipts,2001,Indonesia,516.0,IDN
Receipts,2001,Iraq,10.0,IRQ
Receipts,2001,Italy,1913.0,ITA
Receipts,2001,Japan,10112.0,JPN
Receipts,2001,Mexico,5762.0,MEX
Receipts,2001,Netherlands,1854.0,NLD
Receipts,2001,Norway,1234.0,NOR
Receipts,2001,Other European Union countries not elsewhere classified,2983.0,Other European Union countries not elsewhere classified
Receipts,2001,Other countries not elsewhere classified,10415.0,Other countries not elsewhere classified
Receipts,2001,Peru,235.0,PER
Receipts,2001,Russian Federation,426.0,RUS
Receipts,2001,Saudi Arabia,476.0,SAU
Receipts,2001,Singapore,560.0,SGP
Receipts,2001,South Korea,2526.0,South Korea
Receipts,2001,Spain,1090.0,ESP
Receipts,2001,Switzerland,445.0,CHE
Receipts,2001,Taiwan,1326.0,TWN
Receipts,2001,Total of all countries,420001.0,Total of all countries
Receipts,2001,Turkey,215.0,TUR
Receipts,2001,United Kingdom,6892.0,GBR
Receipts,2001,United States,351384.0,USA
Receipts,2002,Algeria,486.0,DZA
Receipts,2002,Australia,1457.0,AUS
Receipts,2002,Belgium,2402.0,BEL
Receipts,2002,Brazil,839.0,BRA
Receipts,2002,China,5199.0,CHN
Receipts,2002,European Union excluding the United Kingdom,16246.0,GBR
Receipts,2002,France,2636.0,FRA
Receipts,2002,Germany,3599.0,DEU
Receipts,2002,Hong Kong,1672.0,HKG
Receipts,2002,India,838.0,IND
Receipts,2002,Indonesia,544.0,IDN
Receipts,2002,Iraq,19.0,IRQ
Receipts,2002,Italy,1716.0,ITA
Receipts,2002,Japan,10095.0,JPN
Receipts,2002,Mexico,5520.0,MEX
Receipts,2002,Netherlands,2091.0,NLD
Receipts,2002,Norway,1216.0,NOR
Receipts,2002,Other European Union countries not elsewhere classified,2598.0,Other European Union countries not elsewhere classified
Receipts,2002,Other countries not elsewhere classified,9707.0,Other countries not elsewhere classified
Receipts,2002,Peru,206.0,PER
Receipts,2002,Russian Federation,337.0,RUS
Receipts,2002,Saudi Arabia,494.0,SAU
Receipts,2002,Singapore,792.0,SGP
Receipts,2002,South Korea,2485.0,South Korea
Receipts,2002,Spain,1204.0,ESP
Receipts,2002,Switzerland,722.0,CHE
Receipts,2002,Taiwan,1432.0,TWN
Receipts,2002,Total of all countries,413069.0,Total of all countries
Receipts,2002,Turkey,330.0,TUR
Receipts,2002,United Kingdom,6134.0,GBR
Receipts,2002,United States,346300.0,USA
Receipts,2003,Algeria,392.0,DZA
Receipts,2003,Australia,1836.0,AUS
Receipts,2003,Belgium,2248.0,BEL
Receipts,2003,Brazil,1023.0,BRA
Receipts,2003,China,6027.0,CHN
Receipts,2003,European Union excluding the United Kingdom,16337.0,GBR
Receipts,2003,France,2753.0,FRA
Receipts,2003,Germany,3538.0,DEU
Receipts,2003,Hong Kong,1703.0,HKG
Receipts,2003,India,896.0,IND
Receipts,2003,Indonesia,504.0,IDN
Receipts,2003,Iraq,7.0,IRQ
Receipts,2003,Italy,1918.0,ITA
Receipts,2003,Japan,9785.0,JPN
Receipts,2003,Mexico,5150.0,MEX
Receipts,2003,Netherlands,1967.0,NLD
Receipts,2003,Norway,1210.0,NOR
Receipts,2003,Other European Union countries not elsewhere classified,2863.0,Other European Union countries not elsewhere classified
Receipts,2003,Other countries not elsewhere classified,10503.0,Other countries not elsewhere classified
Receipts,2003,Peru,165.0,PER
Receipts,2003,Russian Federation,461.0,RUS
Receipts,2003,Saudi Arabia,623.0,SAU
Receipts,2003,Singapore,598.0,SGP
Receipts,2003,South Korea,2444.0,South Korea
Receipts,2003,Spain,1052.0,ESP
Receipts,2003,Switzerland,686.0,CHE
Receipts,2003,Taiwan,1576.0,TWN
Receipts,2003,Total of all countries,398260.0,Total of all countries
Receipts,2003,Turkey,336.0,TUR
Receipts,2003,United Kingdom,7654.0,GBR
Receipts,2003,United States,328344.0,USA
Receipts,2004,Algeria,317.0,DZA
Receipts,2004,Australia,1829.0,AUS
Receipts,2004,Belgium,2671.0,BEL
Receipts,2004,Brazil,1064.0,BRA
Receipts,2004,China,7991.0,CHN
Receipts,2004,European Union excluding the United Kingdom,17620.0,GBR
Receipts,2004,France,2881.0,FRA
Receipts,2004,Germany,3083.0,DEU
Receipts,2004,Hong Kong,1792.0,HKG
Receipts,2004,India,980.0,IND
Receipts,2004,Indonesia,728.0,IDN
Receipts,2004,Iraq,41.0,IRQ
Receipts,2004,Italy,1942.0,ITA
Receipts,2004,Japan,9848.0,JPN
Receipts,2004,Mexico,5721.0,MEX
Receipts,2004,Netherlands,2287.0,NLD
Receipts,2004,Norway,1829.0,NOR
Receipts,2004,Other European Union countries not elsewhere classified,3316.0,Other European Union countries not elsewhere classified
Receipts,2004,Other countries not elsewhere classified,11467.0,Other countries not elsewhere classified
Receipts,2004,Peru,198.0,PER
Receipts,2004,Russian Federation,535.0,RUS
Receipts,2004,Saudi Arabia,774.0,SAU
Receipts,2004,Singapore,972.0,SGP
Receipts,2004,South Korea,2640.0,South Korea
Receipts,2004,Spain,1437.0,ESP
Receipts,2004,Switzerland,750.0,CHE
Receipts,2004,Taiwan,1491.0,TWN
Receipts,2004,Total of all countries,428254.0,Total of all countries
Receipts,2004,Turkey,438.0,TUR
Receipts,2004,United Kingdom,9313.0,GBR
Receipts,2004,United States,349915.0,USA
Receipts,2005,Algeria,268.0,DZA
Receipts,2005,Australia,1843.0,AUS
Receipts,2005,Belgium,2590.0,BEL
Receipts,2005,Brazil,1197.0,BRA
Receipts,2005,China,8158.0,CHN
Receipts,2005,European Union excluding the United Kingdom,18501.0,GBR
Receipts,2005,France,2868.0,FRA
Receipts,2005,Germany,3565.0,DEU
Receipts,2005,Hong Kong,1719.0,HKG
Receipts,2005,India,1190.0,IND
Receipts,2005,Indonesia,752.0,IDN
Receipts,2005,Iraq,91.0,IRQ
Receipts,2005,Italy,2072.0,ITA
Receipts,2005,Japan,10149.0,JPN
Receipts,2005,Mexico,5546.0,MEX
Receipts,2005,Netherlands,2457.0,NLD
Receipts,2005,Norway,1756.0,NOR
Receipts,2005,Other European Union countries not elsewhere classified,3591.0,Other European Union countries not elsewhere classified
Receipts,2005,Other countries not elsewhere classified,12533.0,Other countries not elsewhere classified
Receipts,2005,Peru,308.0,PER
Receipts,2005,Russian Federation,679.0,RUS
Receipts,2005,Saudi Arabia,615.0,SAU
Receipts,2005,Singapore,748.0,SGP
Receipts,2005,South Korea,3091.0,South Korea
Receipts,2005,Spain,1357.0,ESP
Receipts,2005,Switzerland,1198.0,CHE
Receipts,2005,Taiwan,1528.0,TWN
Receipts,2005,Total of all countries,449435.0,Total of all countries
Receipts,2005,Turkey,542.0,TUR
Receipts,2005,United Kingdom,9305.0,GBR
Receipts,2005,United States,367720.0,USA
Receipts,2006,Algeria,279.0,DZA
Receipts,2006,Australia,2021.0,AUS
Receipts,2006,Belgium,2693.0,BEL
Receipts,2006,Brazil,1409.0,BRA
Receipts,2006,China,8741.0,CHN
Receipts,2006,European Union excluding the United Kingdom,20727.0,GBR
Receipts,2006,France,3179.0,FRA
Receipts,2006,Germany,4306.0,DEU
Receipts,2006,Hong Kong,1872.0,HKG
Receipts,2006,India,1811.0,IND
